Rooms,Type,Method,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Regionname,Propertycount
5,h,PI,13.8,5.0,3.0,4.0,800.0,335.0,2006.0,Manningham,Eastern Metropolitan,5420.0
4,h,VB,13.8,4.0,3.0,2.0,728.0,164.0,1970.0,Manningham,Eastern Metropolitan,5420.0
2,t,S,13.8,2.0,1.0,1.0,340.0,90.0,1980.0,Manningham,Eastern Metropolitan,5420.0
3,h,S,13.8,3.0,2.0,2.0,751.0,175.0,1968.0,Manningham,Eastern Metropolitan,5420.0
4,h,S,13.8,4.0,3.0,2.0,740.0,124.0,1970.0,Manningham,Eastern Metropolitan,5420.0
3,h,PI,13.8,3.0,1.0,1.0,794.0,134.0,1960.0,Manningham,Eastern Metropolitan,5420.0
3,t,S,13.8,3.0,1.0,1.0,226.0,124.0,1970.0,Manningham,Eastern Metropolitan,5420.0
3,h,S,13.8,4.0,2.0,2.0,652.0,124.0,1970.0,Manningham,Eastern Metropolitan,5420.0
4,h,PI,13.8,4.0,2.0,2.0,675.0,181.0,1985.0,Manningham,Eastern Metropolitan,5420.0
3,u,S,13.8,3.0,1.0,1.0,465.0,105.0,1975.0,Manningham,Eastern Metropolitan,5420.0
4,h,S,13.8,4.0,2.0,2.0,953.0,124.0,1970.0,Manningham,Eastern Metropolitan,5420.0
3,h,S,13.8,3.0,2.0,2.0,875.0,123.0,1970.0,Manningham,Eastern Metropolitan,5420.0
4,h,PI,13.8,4.0,2.0,4.0,654.0,199.0,1970.0,Manningham,Eastern Metropolitan,5420.0
3,h,S,13.8,3.0,1.0,1.0,770.0,124.0,1970.0,Manningham,Eastern Metropolitan,5420.0
4,h,PI,13.8,4.0,2.0,2.0,678.0,124.0,1980.0,Manningham,Eastern Metropolitan,5420.0
3,h,S,13.8,3.0,1.0,1.0,661.0,124.0,1970.0,Manningham,Eastern Metropolitan,5420.0
3,h,S,13.8,3.0,1.0,1.0,726.0,124.0,1960.0,Manningham,Eastern Metropolitan,5420.0
3,h,S,13.8,3.0,1.0,2.0,799.0,174.0,1960.0,Manningham,Eastern Metropolitan,5420.0
3,u,S,13.8,3.0,1.0,2.0,265.0,124.0,1980.0,Manningham,Eastern Metropolitan,5420.0
4,h,S,13.8,4.0,2.0,2.0,770.0,160.0,1965.0,Manningham,Eastern Metropolitan,5420.0
5,h,S,13.8,5.0,4.0,2.0,646.0,360.0,2016.0,Manningham,Eastern Metropolitan,5420.0
3,h,SP,13.8,3.0,1.0,2.0,727.0,124.0,1960.0,Manningham,Eastern Metropolitan,5420.0
4,h,S,13.8,4.0,2.0,2.0,705.0,195.0,1970.0,Manningham,Eastern Metropolitan,5420.0
4,h,PI,13.8,4.0,2.0,2.0,637.0,124.0,1970.0,Manningham,Eastern Metropolitan,5420.0
4,h,S,13.8,4.0,1.0,2.0,618.0,22.0,1960.0,Manningham,Eastern Metropolitan,5420.0
3,h,SP,13.8,3.0,1.0,2.0,720.0,133.0,1960.0,Manningham,Eastern Metropolitan,5420.0
4,h,S,13.8,4.0,2.0,4.0,732.0,124.0,1970.0,Manningham,Eastern Metropolitan,5420.0
3,h,S,13.8,3.0,1.0,2.0,796.0,124.0,1970.0,Manningham,Eastern Metropolitan,5420.0
4,h,PI,13.8,4.0,2.0,2.0,673.0,280.0,2005.0,Manningham,Eastern Metropolitan,5420.0
4,h,S,13.8,4.0,2.0,2.0,650.0,150.0,1975.0,Manningham,Eastern Metropolitan,5420.0
4,h,S,13.8,4.0,2.0,2.0,652.0,145.0,1965.0,Manningham,Eastern Metropolitan,5420.0
3,h,S,13.8,3.0,2.0,1.0,467.0,180.0,1970.0,Manningham,Eastern Metropolitan,5420.0
3,h,VB,13.8,3.0,1.0,2.0,327.0,120.0,1975.0,Manningham,Eastern Metropolitan,5420.0
4,h,PI,13.8,4.0,1.0,2.0,826.0,124.0,1960.0,Manningham,Eastern Metropolitan,5420.0
3,h,S,13.8,3.0,2.0,2.0,812.0,158.0,1960.0,Manningham,Eastern Metropolitan,5420.0
4,h,S,13.8,4.0,2.0,2.0,742.0,124.0,1970.0,Manningham,Eastern Metropolitan,5420.0
3,u,VB,6.5,3.0,1.0,1.0,0.0,124.0,1970.0,Darebin,Northern Metropolitan,8870.0
2,u,S,6.5,2.0,1.0,1.0,0.0,124.0,1970.0,Darebin,Northern Metropolitan,8870.0
2,u,PI,6.5,2.0,1.0,1.0,1054.0,124.0,1970.0,Darebin,Northern Metropolitan,8870.0
1,u,S,6.5,1.0,1.0,0.0,0.0,53.0,1910.0,Darebin,Northern Metropolitan,8870.0
1,u,VB,6.5,1.0,1.0,1.0,0.0,62.0,1999.0,Darebin,Northern Metropolitan,8870.0
2,t,S,6.5,2.0,1.0,2.0,164.0,95.0,2009.0,Darebin,Northern Metropolitan,8870.0
4,h,SP,6.5,4.0,2.0,1.0,470.0,153.0,1930.0,Darebin,Northern Metropolitan,8870.0
2,h,S,6.5,2.0,1.0,1.0,372.0,110.0,1950.0,Darebin,Northern Metropolitan,8870.0
1,u,PI,6.5,1.0,1.0,1.0,0.0,33.0,1970.0,Darebin,Northern Metropolitan,8870.0
3,t,PI,6.5,3.0,2.0,2.0,158.0,124.0,1970.0,Darebin,Northern Metropolitan,8870.0
2,h,PI,6.5,2.0,1.0,1.0,139.0,124.0,1970.0,Darebin,Northern Metropolitan,8870.0
3,t,S,6.5,3.0,2.0,1.0,0.0,124.0,1970.0,Darebin,Northern Metropolitan,8870.0
3,h,S,6.5,3.0,1.0,1.0,294.0,124.0,1970.0,Darebin,Northern Metropolitan,8870.0
1,u,VB,6.5,1.0,1.0,1.0,0.0,124.0,1970.0,Darebin,Northern Metropolitan,8870.0
2,u,SP,6.5,2.0,1.0,1.0,0.0,124.0,1970.0,Darebin,Northern Metropolitan,8870.0
1,u,S,6.5,1.0,1.0,1.0,0.0,40.0,1970.0,Darebin,Northern Metropolitan,8870.0
3,h,S,6.5,3.0,1.0,3.0,705.0,124.0,1970.0,Darebin,Northern Metropolitan,8870.0
2,u,S,6.5,2.0,1.0,1.0,724.0,72.0,1975.0,Darebin,Northern Metropolitan,8870.0
3,h,PI,6.5,3.0,2.0,2.0,398.0,124.0,1970.0,Darebin,Northern Metropolitan,8870.0
2,h,SP,6.5,2.0,1.0,1.0,185.0,78.0,1900.0,Darebin,Northern Metropolitan,8870.0
2,h,S,6.5,2.0,1.0,3.0,491.0,124.0,1970.0,Darebin,Northern Metropolitan,8870.0
3,h,S,6.5,3.0,2.0,2.0,540.0,129.0,1935.0,Darebin,Northern Metropolitan,8870.0
1,u,PI,6.5,1.0,1.0,1.0,0.0,124.0,1970.0,Darebin,Northern Metropolitan,8870.0
3,h,S,6.5,3.0,3.0,2.0,273.0,71.0,1958.0,Darebin,Northern Metropolitan,8870.0
2,h,S,6.5,3.0,1.0,2.0,467.0,124.0,1970.0,Darebin,Northern Metropolitan,8870.0
2,h,SP,6.5,2.0,1.0,0.0,288.0,105.0,1925.0,Darebin,Northern Metropolitan,8870.0
4,h,S,6.5,4.0,2.0,1.0,402.0,124.0,1970.0,Darebin,Northern Metropolitan,8870.0
1,u,SP,6.5,1.0,1.0,1.0,612.0,48.0,1975.0,Darebin,Northern Metropolitan,8870.0
3,h,S,6.5,3.0,2.0,2.0,397.0,97.0,1920.0,Darebin,Northern Metropolitan,8870.0
2,h,S,6.5,2.0,1.0,2.0,303.0,102.0,1930.0,Darebin,Northern Metropolitan,8870.0
3,h,S,6.5,3.0,2.0,2.0,210.0,108.0,2010.0,Darebin,Northern Metropolitan,8870.0
3,h,S,6.5,3.0,3.0,1.0,288.0,133.0,1920.0,Darebin,Northern Metropolitan,8870.0
3,t,SP,6.5,3.0,2.0,2.0,157.0,144.0,2010.0,Darebin,Northern Metropolitan,8870.0
3,h,S,6.5,2.0,1.0,1.0,327.0,96.0,1920.0,Darebin,Northern Metropolitan,8870.0
2,h,S,6.5,2.0,1.0,0.0,0.0,75.0,1900.0,Darebin,Northern Metropolitan,8870.0
2,u,S,6.5,2.0,1.0,0.0,0.0,80.0,1980.0,Darebin,Northern Metropolitan,8870.0
3,h,SP,6.5,2.0,2.0,1.0,417.0,159.0,1920.0,Darebin,Northern Metropolitan,8870.0
3,h,S,6.5,3.0,2.0,2.0,430.0,124.0,1970.0,Darebin,Northern Metropolitan,8870.0
3,h,S,6.5,2.0,1.0,2.0,410.0,124.0,1970.0,Darebin,Northern Metropolitan,8870.0
3,h,S,6.5,3.0,1.0,1.0,562.0,156.0,1950.0,Darebin,Northern Metropolitan,8870.0
3,h,VB,6.5,3.0,2.0,1.0,345.0,345.0,1905.0,Darebin,Northern Metropolitan,8870.0
2,u,S,6.5,2.0,1.0,2.0,0.0,124.0,1970.0,Darebin,Northern Metropolitan,8870.0
2,u,S,6.5,2.0,1.0,1.0,0.0,52.0,1970.0,Darebin,Northern Metropolitan,8870.0
3,h,S,6.5,3.0,1.0,0.0,0.0,124.0,1970.0,Darebin,Northern Metropolitan,8870.0
3,h,S,6.5,3.0,1.0,1.0,366.0,124.0,1970.0,Darebin,Northern Metropolitan,8870.0
3,h,S,6.5,3.0,1.0,1.0,409.0,124.0,1970.0,Darebin,Northern Metropolitan,8870.0
2,u,PI,6.5,2.0,1.0,1.0,0.0,124.0,1960.0,Darebin,Northern Metropolitan,8870.0
2,u,SP,6.5,2.0,1.0,1.0,0.0,124.0,2012.0,Darebin,Northern Metropolitan,8870.0
2,h,S,6.5,2.0,1.0,2.0,333.0,2.0,1985.0,Darebin,Northern Metropolitan,8870.0
3,h,S,6.5,3.0,1.0,1.0,275.0,127.0,1920.0,Darebin,Northern Metropolitan,8870.0
1,u,S,6.5,1.0,1.0,1.0,0.0,124.0,1970.0,Darebin,Northern Metropolitan,8870.0
1,u,S,6.5,1.0,1.0,1.0,0.0,44.0,1965.0,Darebin,Northern Metropolitan,8870.0
2,h,S,6.5,2.0,2.0,0.0,206.0,124.0,1970.0,Darebin,Northern Metropolitan,8870.0
1,u,S,6.5,1.0,1.0,1.0,0.0,124.0,1970.0,Darebin,Northern Metropolitan,8870.0
1,u,VB,6.5,1.0,1.0,1.0,0.0,124.0,1970.0,Darebin,Northern Metropolitan,8870.0
3,h,SP,6.5,3.0,1.0,2.0,435.0,138.0,1920.0,Darebin,Northern Metropolitan,8870.0
2,u,S,6.5,2.0,1.0,1.0,133.0,83.0,1970.0,Darebin,Northern Metropolitan,8870.0
2,u,PI,6.5,2.0,1.0,1.0,335.0,59.0,1960.0,Darebin,Northern Metropolitan,8870.0
2,h,S,6.5,2.0,1.0,1.0,497.0,124.0,1970.0,Darebin,Northern Metropolitan,8870.0
3,h,S,6.5,3.0,2.0,2.0,477.0,124.0,1970.0,Darebin,Northern Metropolitan,8870.0
2,u,SP,6.5,2.0,1.0,1.0,0.0,66.0,1970.0,Darebin,Northern Metropolitan,8870.0
2,h,S,6.5,2.0,1.0,2.0,431.0,124.0,1970.0,Darebin,Northern Metropolitan,8870.0
2,h,S,6.5,2.0,1.0,1.0,258.0,157.0,1970.0,Darebin,Northern Metropolitan,8870.0
3,h,VB,6.5,3.0,2.0,3.0,297.0,234.0,2013.0,Darebin,Northern Metropolitan,8870.0
3,t,S,6.5,3.0,2.0,2.0,158.0,140.0,2007.0,Darebin,Northern Metropolitan,8870.0
2,u,S,6.5,2.0,1.0,1.0,0.0,124.0,1960.0,Darebin,Northern Metropolitan,8870.0
3,h,SP,6.5,4.0,2.0,1.0,377.0,377.0,1920.0,Darebin,Northern Metropolitan,8870.0
2,u,S,6.5,2.0,1.0,1.0,0.0,66.0,1960.0,Darebin,Northern Metropolitan,8870.0
3,t,VB,6.5,3.0,2.0,2.0,7330.0,124.0,2011.0,Darebin,Northern Metropolitan,8870.0
2,h,S,6.5,2.0,1.0,0.0,302.0,97.0,1915.0,Darebin,Northern Metropolitan,8870.0
2,u,S,6.5,2.0,1.0,1.0,909.0,124.0,1970.0,Darebin,Northern Metropolitan,8870.0
3,h,S,6.5,3.0,1.0,1.0,253.0,130.0,1910.0,Darebin,Northern Metropolitan,8870.0
4,h,SP,6.5,4.0,2.0,0.0,387.0,152.0,1900.0,Darebin,Northern Metropolitan,8870.0
3,h,SP,6.5,3.0,2.0,2.0,349.0,124.0,1970.0,Darebin,Northern Metropolitan,8870.0
3,h,S,6.5,3.0,2.0,2.0,611.0,212.0,1930.0,Darebin,Northern Metropolitan,8870.0
3,h,S,6.5,3.0,1.0,0.0,297.0,124.0,1920.0,Darebin,Northern Metropolitan,8870.0
2,h,S,6.5,2.0,1.0,0.0,229.0,124.0,1970.0,Darebin,Northern Metropolitan,8870.0
4,h,S,6.5,4.0,2.0,2.0,538.0,150.0,1960.0,Darebin,Northern Metropolitan,8870.0
2,u,S,6.5,2.0,1.0,1.0,748.0,56.0,1965.0,Darebin,Northern Metropolitan,8870.0
1,u,PI,6.5,1.0,1.0,1.0,0.0,40.0,1970.0,Darebin,Northern Metropolitan,8870.0
3,h,VB,6.5,3.0,2.0,2.0,349.0,124.0,1970.0,Darebin,Northern Metropolitan,8870.0
2,u,SP,6.5,2.0,1.0,1.0,0.0,124.0,1970.0,Darebin,Northern Metropolitan,8870.0
3,h,S,6.5,3.0,2.0,3.0,417.0,153.0,1930.0,Darebin,Northern Metropolitan,8870.0
1,u,SP,6.5,1.0,1.0,1.0,0.0,41.0,1970.0,Darebin,Northern Metropolitan,8870.0
3,h,SP,6.5,3.0,2.0,2.0,644.0,149.0,2001.0,Darebin,Northern Metropolitan,8870.0
2,u,S,6.5,2.0,1.0,1.0,82.0,124.0,1970.0,Darebin,Northern Metropolitan,8870.0
3,h,S,6.5,3.0,2.0,2.0,365.0,124.0,1970.0,Darebin,Northern Metropolitan,8870.0
3,h,SP,6.5,3.0,2.0,1.0,359.0,128.0,1920.0,Darebin,Northern Metropolitan,8870.0
3,h,PI,6.5,3.0,2.0,1.0,332.0,124.0,1970.0,Darebin,Northern Metropolitan,8870.0
3,h,S,4.6,3.0,1.0,0.0,889.0,135.0,1943.0,Stonnington,Southern Metropolitan,7217.0
4,h,VB,4.6,4.0,3.0,2.0,691.0,374.0,2000.0,Stonnington,Southern Metropolitan,7217.0
1,u,S,4.6,1.0,1.0,1.0,1677.0,124.0,1970.0,Stonnington,Southern Metropolitan,7217.0
3,h,S,4.6,3.0,1.0,2.0,386.0,124.0,1970.0,Stonnington,Southern Metropolitan,7217.0
2,u,S,4.6,2.0,1.0,1.0,649.0,124.0,1935.0,Stonnington,Southern Metropolitan,7217.0
2,u,S,4.6,2.0,1.0,1.0,1119.0,124.0,2008.0,Stonnington,Southern Metropolitan,7217.0
4,h,S,4.6,4.0,4.0,5.0,877.0,332.0,1923.0,Stonnington,Southern Metropolitan,7217.0
2,h,VB,4.6,2.0,1.0,0.0,338.0,124.0,1970.0,Stonnington,Southern Metropolitan,7217.0
3,h,S,4.6,3.0,1.0,0.0,222.0,118.0,1920.0,Stonnington,Southern Metropolitan,7217.0
2,u,S,4.6,2.0,1.0,1.0,0.0,124.0,1970.0,Stonnington,Southern Metropolitan,7217.0
3,u,VB,4.6,3.0,2.0,1.0,0.0,126.0,1935.0,Stonnington,Southern Metropolitan,7217.0
1,u,PI,4.6,2.0,1.0,1.0,0.0,124.0,1970.0,Stonnington,Southern Metropolitan,7217.0
2,u,S,4.6,2.0,1.0,1.0,0.0,124.0,1951.0,Stonnington,Southern Metropolitan,7217.0
2,u,S,4.6,2.0,2.0,2.0,0.0,109.0,1970.0,Stonnington,Southern Metropolitan,7217.0
2,u,PI,4.6,2.0,1.0,1.0,0.0,62.0,1970.0,Stonnington,Southern Metropolitan,7217.0
1,u,PI,4.6,1.0,1.0,1.0,0.0,38.0,1958.0,Stonnington,Southern Metropolitan,7217.0
2,u,S,4.6,2.0,1.0,1.0,0.0,124.0,1970.0,Stonnington,Southern Metropolitan,7217.0
2,u,PI,4.6,2.0,1.0,1.0,0.0,124.0,1970.0,Stonnington,Southern Metropolitan,7217.0
1,u,SP,4.6,1.0,1.0,1.0,0.0,124.0,1970.0,Stonnington,Southern Metropolitan,7217.0
2,u,PI,4.6,2.0,2.0,2.0,0.0,124.0,1970.0,Stonnington,Southern Metropolitan,7217.0
4,h,VB,4.6,3.0,2.0,2.0,632.0,124.0,1970.0,Stonnington,Southern Metropolitan,7217.0
3,u,S,4.6,3.0,1.0,0.0,1099.0,124.0,1970.0,Stonnington,Southern Metropolitan,7217.0
3,t,S,4.6,3.0,3.0,2.0,425.0,124.0,1998.0,Stonnington,Southern Metropolitan,7217.0
1,u,S,4.6,1.0,1.0,1.0,0.0,124.0,1970.0,Stonnington,Southern Metropolitan,7217.0
3,t,VB,4.6,3.0,3.0,2.0,0.0,291.0,2000.0,Stonnington,Southern Metropolitan,7217.0
3,h,PI,4.6,3.0,2.0,2.0,600.0,205.0,1967.0,Stonnington,Southern Metropolitan,7217.0
2,u,SP,4.6,2.0,2.0,2.0,0.0,94.0,1980.0,Stonnington,Southern Metropolitan,7217.0
3,h,PI,4.6,3.0,2.0,4.0,1317.0,228.0,2000.0,Stonnington,Southern Metropolitan,7217.0
3,t,VB,4.6,3.0,2.0,2.0,294.0,220.0,2010.0,Stonnington,Southern Metropolitan,7217.0
1,u,SP,4.6,1.0,1.0,1.0,0.0,124.0,1970.0,Stonnington,Southern Metropolitan,7217.0
1,u,SP,4.6,1.0,1.0,1.0,0.0,124.0,1970.0,Stonnington,Southern Metropolitan,7217.0
4,h,VB,4.6,4.0,4.0,4.0,324.0,60.0,1970.0,Stonnington,Southern Metropolitan,7217.0
1,u,PI,4.6,1.0,1.0,1.0,0.0,124.0,1970.0,Stonnington,Southern Metropolitan,7217.0
3,h,S,4.6,3.0,3.0,2.0,564.0,342.0,2000.0,Stonnington,Southern Metropolitan,7217.0
4,h,PI,4.6,4.0,3.0,2.0,732.0,367.0,1980.0,Stonnington,Southern Metropolitan,7217.0
4,h,PI,4.6,4.0,2.0,2.0,237.0,124.0,1970.0,Stonnington,Southern Metropolitan,7217.0
1,u,S,4.6,1.0,1.0,1.0,0.0,57.0,1970.0,Stonnington,Southern Metropolitan,7217.0
3,t,VB,4.6,3.0,2.0,2.0,117.0,214.0,2000.0,Stonnington,Southern Metropolitan,7217.0
3,u,S,4.6,4.0,2.0,2.0,0.0,185.0,2014.0,Stonnington,Southern Metropolitan,7217.0
2,u,VB,4.6,3.0,2.0,2.0,0.0,124.0,1970.0,Stonnington,Southern Metropolitan,7217.0
2,u,PI,4.6,2.0,1.0,1.0,0.0,124.0,1970.0,Stonnington,Southern Metropolitan,7217.0
3,h,SP,4.6,3.0,1.0,1.0,266.0,124.0,1970.0,Stonnington,Southern Metropolitan,7217.0
3,t,S,4.6,3.0,2.0,2.0,339.0,124.0,1970.0,Stonnington,Southern Metropolitan,7217.0
5,h,S,4.6,3.0,1.0,0.0,333.0,124.0,1970.0,Stonnington,Southern Metropolitan,7217.0
3,u,S,4.6,3.0,1.0,1.0,57.0,107.0,1960.0,Stonnington,Southern Metropolitan,7217.0
2,u,S,4.6,2.0,1.0,1.0,0.0,124.0,1970.0,Stonnington,Southern Metropolitan,7217.0
2,u,S,4.6,2.0,1.0,1.0,0.0,124.0,2008.0,Stonnington,Southern Metropolitan,7217.0
1,u,S,4.6,1.0,1.0,1.0,0.0,35.0,1967.0,Stonnington,Southern Metropolitan,7217.0
4,h,S,4.6,4.0,2.0,2.0,516.0,286.0,1925.0,Stonnington,Southern Metropolitan,7217.0
3,h,VB,4.6,3.0,2.0,1.0,268.0,139.0,1900.0,Stonnington,Southern Metropolitan,7217.0
2,t,PI,4.6,2.0,2.0,2.0,101.0,124.0,1970.0,Stonnington,Southern Metropolitan,7217.0
4,h,S,4.6,4.0,2.0,2.0,684.0,331.0,1963.0,Stonnington,Southern Metropolitan,7217.0
2,u,VB,4.6,2.0,1.0,1.0,0.0,124.0,1970.0,Stonnington,Southern Metropolitan,7217.0
2,u,S,4.6,2.0,0.0,0.0,0.0,124.0,1970.0,Stonnington,Southern Metropolitan,7217.0
3,h,S,4.6,4.0,4.0,2.0,565.0,331.0,2005.0,Stonnington,Southern Metropolitan,7217.0
2,h,S,4.6,2.0,2.0,2.0,334.0,124.0,1970.0,Stonnington,Southern Metropolitan,7217.0
2,h,S,4.6,2.0,2.0,0.0,218.0,124.0,1970.0,Stonnington,Southern Metropolitan,7217.0
2,u,S,4.6,2.0,1.0,1.0,0.0,83.0,1960.0,Stonnington,Southern Metropolitan,7217.0
2,t,PI,4.6,2.0,2.0,3.0,457.0,124.0,1970.0,Stonnington,Southern Metropolitan,7217.0
1,u,PI,4.6,1.0,1.0,1.0,0.0,7.0,1970.0,Stonnington,Southern Metropolitan,7217.0
2,u,PI,4.6,2.0,2.0,2.0,2927.0,124.0,1970.0,Stonnington,Southern Metropolitan,7217.0
2,u,SP,4.6,2.0,1.0,2.0,0.0,68.0,1970.0,Stonnington,Southern Metropolitan,7217.0
2,u,SP,4.6,2.0,1.0,1.0,0.0,124.0,1970.0,Stonnington,Southern Metropolitan,7217.0
3,t,PI,4.6,3.0,2.0,2.0,0.0,136.0,1980.0,Stonnington,Southern Metropolitan,7217.0
3,h,SP,4.6,3.0,3.0,2.0,575.0,205.0,1930.0,Stonnington,Southern Metropolitan,7217.0
2,u,S,4.6,2.0,1.0,1.0,0.0,82.0,1950.0,Stonnington,Southern Metropolitan,7217.0
3,h,S,4.6,3.0,2.0,1.0,363.0,215.0,1935.0,Stonnington,Southern Metropolitan,7217.0
2,u,S,4.6,2.0,0.0,0.0,0.0,124.0,1970.0,Stonnington,Southern Metropolitan,7217.0
3,h,S,4.6,3.0,1.0,1.0,405.0,124.0,1970.0,Stonnington,Southern Metropolitan,7217.0
2,u,S,4.6,2.0,1.0,1.0,0.0,124.0,1930.0,Stonnington,Southern Metropolitan,7217.0
4,h,S,13.8,4.0,2.0,2.0,626.0,124.0,1970.0,Banyule,Eastern Metropolitan,2698.0
3,h,S,13.8,4.0,2.0,2.0,656.0,183.0,1990.0,Banyule,Eastern Metropolitan,2698.0
2,u,S,13.8,2.0,1.0,1.0,195.0,124.0,1995.0,Banyule,Eastern Metropolitan,2698.0
4,h,S,13.8,4.0,3.0,2.0,669.0,163.0,1960.0,Banyule,Eastern Metropolitan,2698.0
3,h,SP,13.8,3.0,2.0,4.0,704.0,167.0,1970.0,Banyule,Eastern Metropolitan,2698.0
4,h,S,13.8,4.0,2.0,2.0,558.0,124.0,1970.0,Banyule,Eastern Metropolitan,2698.0
4,h,S,13.8,4.0,1.0,2.0,676.0,124.0,1970.0,Banyule,Eastern Metropolitan,2698.0
3,h,S,13.8,3.0,2.0,2.0,577.0,135.0,1970.0,Banyule,Eastern Metropolitan,2698.0
4,h,PI,13.8,4.0,1.0,1.0,865.0,172.0,1960.0,Banyule,Eastern Metropolitan,2698.0
3,h,S,13.8,3.0,2.0,2.0,555.0,124.0,1970.0,Banyule,Eastern Metropolitan,2698.0
4,h,S,13.8,4.0,2.0,1.0,659.0,189.0,1970.0,Banyule,Eastern Metropolitan,2698.0
4,h,S,13.8,4.0,2.0,1.0,696.0,183.0,1950.0,Banyule,Eastern Metropolitan,2698.0
2,u,SP,13.8,2.0,1.0,2.0,197.0,90.0,1980.0,Banyule,Eastern Metropolitan,2698.0
2,u,S,13.8,2.0,1.0,1.0,177.0,100.0,1975.0,Banyule,Eastern Metropolitan,2698.0
3,h,S,13.8,3.0,1.0,2.0,608.0,138.0,1975.0,Banyule,Eastern Metropolitan,2698.0
3,h,S,13.8,3.0,2.0,2.0,834.0,143.0,1975.0,Banyule,Eastern Metropolitan,2698.0
5,h,S,13.8,5.0,3.0,2.0,648.0,124.0,1970.0,Banyule,Eastern Metropolitan,2698.0
3,h,SP,13.8,5.0,3.0,2.0,586.0,124.0,1970.0,Banyule,Eastern Metropolitan,2698.0
3,u,SP,13.8,3.0,1.0,1.0,416.0,124.0,1970.0,Banyule,Eastern Metropolitan,2698.0
4,h,S,13.8,4.0,2.0,2.0,648.0,124.0,1970.0,Banyule,Eastern Metropolitan,2698.0
5,h,S,13.8,5.0,3.0,2.0,531.0,233.0,1978.0,Banyule,Eastern Metropolitan,2698.0
4,h,VB,13.8,4.0,3.0,2.0,574.0,124.0,1970.0,Banyule,Eastern Metropolitan,2698.0
4,h,S,13.8,4.0,2.0,2.0,700.0,18.0,1980.0,Banyule,Eastern Metropolitan,2698.0
3,h,S,13.8,3.0,2.0,2.0,628.0,177.0,1960.0,Banyule,Eastern Metropolitan,2698.0
3,h,SP,13.8,3.0,1.0,2.0,698.0,137.0,1960.0,Banyule,Eastern Metropolitan,2698.0
4,h,S,13.8,4.0,3.0,2.0,599.0,124.0,1970.0,Banyule,Eastern Metropolitan,2698.0
3,h,S,13.8,3.0,2.0,2.0,769.0,124.0,1970.0,Banyule,Eastern Metropolitan,2698.0
4,h,VB,13.8,4.0,2.0,2.0,660.0,202.0,1977.0,Banyule,Eastern Metropolitan,2698.0
3,h,S,14.9,3.0,1.0,0.0,583.0,124.0,1970.0,Banyule,Northern Metropolitan,2329.0
3,h,S,14.9,3.0,2.0,2.0,567.0,100.0,1970.0,Banyule,Northern Metropolitan,2329.0
3,h,S,14.9,3.0,2.0,2.0,739.0,124.0,1970.0,Banyule,Northern Metropolitan,2329.0
3,h,S,14.9,3.0,1.0,2.0,0.0,124.0,1970.0,Banyule,Northern Metropolitan,2329.0
3,h,SP,14.9,3.0,1.0,1.0,605.0,129.0,1970.0,Banyule,Northern Metropolitan,2329.0
3,h,S,14.9,3.0,2.0,1.0,308.0,129.0,2015.0,Banyule,Northern Metropolitan,2329.0
3,h,S,14.9,3.0,1.0,0.0,302.0,90.0,1950.0,Banyule,Northern Metropolitan,2329.0
3,h,S,14.9,3.0,1.0,1.0,591.0,104.0,1960.0,Banyule,Northern Metropolitan,2329.0
3,h,S,14.9,3.0,2.0,2.0,280.0,163.0,2002.0,Banyule,Northern Metropolitan,2329.0
3,h,SP,14.9,3.0,1.0,1.0,671.0,103.0,1960.0,Banyule,Northern Metropolitan,2329.0
4,h,S,14.9,4.0,1.0,2.0,581.0,124.0,1970.0,Banyule,Northern Metropolitan,2329.0
3,h,S,14.9,3.0,1.0,1.0,545.0,124.0,1970.0,Banyule,Northern Metropolitan,2329.0
3,h,S,14.9,3.0,2.0,2.0,265.0,260.0,1970.0,Banyule,Northern Metropolitan,2329.0
3,h,S,14.9,3.0,1.0,2.0,658.0,124.0,1970.0,Banyule,Northern Metropolitan,2329.0
3,u,S,14.9,3.0,1.0,2.0,327.0,95.0,1960.0,Banyule,Northern Metropolitan,2329.0
3,h,PI,14.9,3.0,2.0,1.0,903.0,131.0,1950.0,Banyule,Northern Metropolitan,2329.0
4,h,S,14.9,3.0,3.0,2.0,670.0,325.0,2010.0,Banyule,Northern Metropolitan,2329.0
2,h,S,14.9,2.0,1.0,2.0,605.0,114.0,1960.0,Banyule,Northern Metropolitan,2329.0
3,h,S,14.9,4.0,2.0,2.0,595.0,124.0,2000.0,Banyule,Northern Metropolitan,2329.0
3,h,S,14.9,3.0,1.0,2.0,798.0,153.0,1960.0,Banyule,Northern Metropolitan,2329.0
2,t,S,14.9,2.0,1.0,1.0,184.0,124.0,1970.0,Banyule,Northern Metropolitan,2329.0
3,h,S,14.9,3.0,2.0,0.0,767.0,147.0,1960.0,Banyule,Northern Metropolitan,2329.0
3,h,S,14.9,3.0,1.0,1.0,604.0,97.0,1970.0,Banyule,Northern Metropolitan,2329.0
3,h,S,14.9,3.0,1.0,1.0,319.0,96.0,2000.0,Banyule,Northern Metropolitan,2329.0
3,h,PI,14.9,3.0,1.0,2.0,650.0,124.0,1970.0,Banyule,Northern Metropolitan,2329.0
3,h,S,14.9,3.0,1.0,1.0,653.0,124.0,1970.0,Banyule,Northern Metropolitan,2329.0
