Rooms,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Propertycount,Type,Method,CouncilArea,Regionname
3,7.0,2.0,1.0,1.0,325.0,124.0,1970.0,6543.0,0,1,16,6
4,7.0,4.0,1.0,3.0,411.0,96.0,1910.0,6543.0,0,1,16,6
3,7.0,3.0,1.0,1.0,195.0,124.0,1970.0,6543.0,0,1,16,6
3,7.0,3.0,2.0,2.0,206.0,173.0,2006.0,6543.0,0,1,16,6
3,7.0,3.0,1.0,1.0,448.0,104.0,1940.0,6543.0,0,3,16,6
3,7.0,3.0,1.0,5.0,558.0,128.0,1940.0,6543.0,0,1,16,6
2,7.0,2.0,1.0,0.0,128.0,80.0,1920.0,6543.0,0,1,16,6
2,7.0,2.0,1.0,3.0,486.0,124.0,1970.0,6543.0,0,1,16,6
4,7.0,4.0,2.0,2.0,431.0,124.0,1970.0,6543.0,0,1,16,6
2,7.0,2.0,1.0,0.0,261.0,124.0,1970.0,6543.0,0,1,16,6
3,7.0,3.0,2.0,2.0,542.0,211.0,2016.0,6543.0,0,1,16,6
3,7.0,3.0,3.0,2.0,386.0,172.0,1940.0,6543.0,0,3,16,6
3,7.0,3.0,1.0,2.0,229.0,128.0,1910.0,6543.0,0,3,16,6
4,7.0,4.0,2.0,3.0,455.0,178.0,1890.0,6543.0,0,3,16,6
4,7.0,3.0,1.0,2.0,664.0,124.0,1960.0,6543.0,0,0,16,6
2,7.0,2.0,1.0,1.0,435.0,114.0,1950.0,6543.0,0,1,16,6
3,7.0,3.0,1.0,1.0,463.0,119.0,1950.0,6543.0,0,0,16,6
3,7.0,3.0,2.0,0.0,105.0,124.0,1900.0,6543.0,0,1,16,6
3,7.0,3.0,2.0,2.0,235.0,144.0,1910.0,6543.0,0,1,16,6
3,7.0,3.0,2.0,2.0,456.0,124.0,1970.0,6543.0,0,1,16,6
2,7.0,2.0,1.0,1.0,0.0,65.0,1970.0,6543.0,2,3,16,6
4,7.0,4.0,2.0,0.0,261.0,160.0,1910.0,6543.0,0,4,16,6
3,7.0,3.0,1.0,2.0,494.0,124.0,1970.0,6543.0,0,1,16,6
5,7.0,5.0,2.0,2.0,488.0,213.0,1930.0,6543.0,0,1,16,6
3,7.0,3.0,1.0,2.0,463.0,124.0,1970.0,6543.0,0,1,16,6
3,7.0,3.0,2.0,1.0,169.0,150.0,2007.0,6543.0,1,4,16,6
3,7.0,3.0,1.0,2.0,463.0,119.0,1900.0,6543.0,0,3,16,6
3,7.0,4.0,1.0,1.0,470.0,127.0,1970.0,6543.0,0,1,16,6
3,7.0,2.0,1.0,1.0,208.0,100.0,1970.0,6543.0,0,1,16,6
2,7.0,2.0,1.0,1.0,201.0,124.0,1970.0,6543.0,0,1,16,6
3,7.0,3.0,2.0,2.0,171.0,146.0,2007.0,6543.0,0,1,16,6
1,9.1,1.0,1.0,1.0,0.0,39.0,1990.0,1543.0,2,1,21,6
4,9.1,4.0,3.0,2.0,757.0,157.0,1950.0,1543.0,0,1,21,6
2,9.1,2.0,1.0,1.0,0.0,124.0,1970.0,1543.0,2,1,21,6
2,9.1,2.0,1.0,1.0,976.0,71.0,2000.0,1543.0,2,1,21,6
3,9.1,3.0,1.0,1.0,321.0,124.0,1940.0,1543.0,0,3,21,6
4,9.1,2.0,2.0,2.0,559.0,204.0,1995.0,1543.0,0,1,21,6
2,9.1,3.0,1.0,5.0,528.0,124.0,1970.0,1543.0,0,1,21,6
3,9.1,3.0,2.0,2.0,217.0,149.0,2005.0,1543.0,1,3,21,6
4,9.1,4.0,4.0,4.0,670.0,375.0,2010.0,1543.0,0,1,21,6
3,9.1,3.0,2.0,1.0,309.0,124.0,2007.0,1543.0,2,1,21,6
4,9.1,4.0,2.0,2.0,578.0,35.0,2010.0,1543.0,0,0,21,6
1,9.1,3.0,2.0,1.0,676.0,136.0,1965.0,1543.0,0,0,21,6
2,9.1,2.0,1.0,2.0,809.0,131.0,1980.0,1543.0,0,1,21,6
3,9.1,3.0,1.0,1.0,465.0,115.0,1950.0,1543.0,0,1,21,6
2,9.1,2.0,1.0,1.0,622.0,124.0,1970.0,1543.0,2,4,21,6
2,9.1,2.0,1.0,1.0,373.0,124.0,1970.0,1543.0,0,4,21,6
5,9.1,3.0,3.0,2.0,839.0,247.0,1925.0,1543.0,0,1,21,6
3,9.1,3.0,2.0,2.0,311.0,124.0,1970.0,1543.0,0,1,21,6
3,9.1,3.0,2.0,2.0,496.0,124.0,1970.0,1543.0,0,1,21,6
4,9.1,4.0,2.0,2.0,578.0,35.0,2010.0,1543.0,0,4,21,6
3,9.1,3.0,1.0,1.0,229.0,111.0,1996.0,1543.0,2,1,21,6
4,9.1,4.0,2.0,2.0,674.0,124.0,1970.0,1543.0,0,0,21,6
3,9.1,3.0,3.0,1.0,593.0,205.0,2016.0,1543.0,1,3,21,6
2,9.1,2.0,1.0,1.0,0.0,124.0,1970.0,1543.0,2,1,21,6
2,9.1,2.0,1.0,2.0,0.0,103.0,1990.0,1543.0,0,3,21,6
5,9.1,3.0,2.0,2.0,1315.0,124.0,1970.0,1543.0,0,1,21,6
4,9.1,3.0,2.0,2.0,1076.0,180.0,1960.0,1543.0,0,1,21,6
3,9.5,3.0,1.0,2.0,626.0,93.0,1955.0,790.0,0,1,0,0
3,9.5,3.0,1.0,1.0,666.0,124.0,1970.0,790.0,0,1,0,0
3,9.5,3.0,1.0,4.0,762.0,124.0,1960.0,790.0,0,1,0,0
2,9.5,2.0,1.0,0.0,693.0,124.0,1970.0,790.0,0,1,0,0
3,9.5,3.0,1.0,2.0,631.0,109.0,1950.0,790.0,0,3,0,0
3,9.5,3.0,2.0,1.0,231.0,145.0,2012.0,790.0,0,3,0,0
3,9.5,3.0,1.0,2.0,609.0,93.0,1950.0,790.0,0,0,0,0
3,9.5,3.0,1.0,0.0,641.0,124.0,1970.0,790.0,2,1,0,0
3,9.5,3.0,1.0,0.0,605.0,124.0,1970.0,790.0,2,1,0,0
3,4.5,3.0,1.0,2.0,456.0,144.0,1950.0,5533.0,0,1,23,2
4,4.5,4.0,2.0,2.0,136.0,151.0,1997.0,5533.0,0,1,23,2
2,4.5,2.0,1.0,1.0,0.0,65.0,1975.0,5533.0,0,1,23,2
2,4.5,2.0,2.0,1.0,0.0,124.0,1970.0,5533.0,2,1,23,2
3,4.5,3.0,1.0,2.0,407.0,124.0,1970.0,5533.0,0,3,23,2
3,4.5,3.0,1.0,2.0,213.0,116.0,1995.0,5533.0,1,1,23,2
3,4.5,3.0,2.0,2.0,138.0,124.0,1970.0,5533.0,0,0,23,2
3,4.5,3.0,1.0,1.0,259.0,130.0,1920.0,5533.0,0,1,23,2
4,4.5,4.0,2.0,2.0,470.0,191.0,1940.0,5533.0,0,1,23,2
4,4.5,4.0,1.0,1.0,233.0,204.0,1890.0,5533.0,0,1,23,2
4,4.5,4.0,2.0,2.0,822.0,145.0,1890.0,5533.0,0,1,23,2
3,4.5,3.0,2.0,1.0,116.0,124.0,2007.0,5533.0,1,3,23,2
2,4.5,2.0,1.0,1.0,197.0,55.0,2012.0,5533.0,2,1,23,2
2,4.5,2.0,2.0,1.0,0.0,124.0,1970.0,5533.0,2,0,23,2
4,4.5,4.0,2.0,1.0,227.0,124.0,1970.0,5533.0,0,1,23,2
2,4.5,2.0,1.0,0.0,193.0,101.0,1890.0,5533.0,0,1,23,2
4,4.5,4.0,2.0,0.0,161.0,124.0,1970.0,5533.0,0,1,23,2
2,4.5,2.0,1.0,1.0,0.0,79.0,1960.0,5533.0,2,1,23,2
2,4.5,2.0,1.0,2.0,1188.0,124.0,2012.0,5533.0,2,0,23,2
4,4.5,4.0,2.0,2.0,468.0,124.0,1970.0,5533.0,0,1,23,2
3,4.5,3.0,2.0,0.0,185.0,124.0,1998.0,5533.0,0,1,23,2
1,4.5,1.0,1.0,1.0,0.0,124.0,1970.0,5533.0,2,4,23,2
2,4.5,2.0,1.0,1.0,0.0,124.0,1970.0,5533.0,2,1,23,2
3,4.5,3.0,3.0,2.0,336.0,207.0,2007.0,5533.0,0,1,23,2
2,4.5,2.0,1.0,1.0,0.0,96.0,1940.0,5533.0,2,1,23,2
2,4.5,2.0,2.0,1.0,0.0,71.0,2014.0,5533.0,2,4,23,2
2,4.5,2.0,1.0,1.0,148.0,124.0,1970.0,5533.0,0,1,23,2
3,4.5,3.0,1.0,2.0,369.0,124.0,1970.0,5533.0,0,1,23,2
2,4.5,2.0,1.0,1.0,0.0,124.0,1970.0,5533.0,2,0,23,2
3,4.5,3.0,3.0,2.0,0.0,124.0,1970.0,5533.0,1,4,23,2
3,4.5,3.0,2.0,0.0,326.0,118.0,1920.0,5533.0,0,1,23,2
3,4.5,3.0,3.0,2.0,87.0,151.0,1998.0,5533.0,1,0,23,2
2,4.5,2.0,1.0,1.0,148.0,124.0,1970.0,5533.0,0,1,23,2
3,4.5,3.0,1.0,1.0,213.0,116.0,1920.0,5533.0,0,0,23,2
3,4.5,3.0,1.0,2.0,104.0,118.0,2000.0,5533.0,0,1,23,2
3,4.5,3.0,2.0,1.0,0.0,133.0,2014.0,5533.0,1,1,23,2
3,4.5,2.0,1.0,1.0,231.0,124.0,1900.0,5533.0,0,1,23,2
3,4.5,3.0,1.0,1.0,279.0,122.0,1900.0,5533.0,0,1,23,2
2,4.5,2.0,1.0,1.0,0.0,124.0,1970.0,5533.0,2,1,23,2
2,4.5,1.0,1.0,1.0,213.0,124.0,1970.0,5533.0,0,1,23,2
3,4.5,3.0,1.0,2.0,812.0,113.0,1920.0,5533.0,0,1,23,2
3,4.5,3.0,2.0,2.0,190.0,135.0,1940.0,5533.0,0,0,23,2
2,4.5,2.0,2.0,1.0,0.0,124.0,1970.0,5533.0,2,0,23,2
2,4.5,2.0,1.0,1.0,0.0,124.0,1970.0,5533.0,2,3,23,2
3,4.5,2.0,1.0,1.0,0.0,124.0,1970.0,5533.0,2,1,23,2
2,4.5,2.0,2.0,2.0,0.0,124.0,1970.0,5533.0,1,3,23,2
3,4.5,3.0,1.0,2.0,308.0,113.0,1930.0,5533.0,0,1,23,2
2,4.5,2.0,1.0,1.0,0.0,124.0,1970.0,5533.0,2,0,23,2
3,4.5,2.0,1.0,1.0,0.0,114.0,2003.0,5533.0,1,1,23,2
3,4.5,3.0,2.0,1.0,0.0,124.0,1995.0,5533.0,1,1,23,2
2,3.5,2.0,1.0,0.0,0.0,124.0,1970.0,438.0,0,3,31,2
2,3.5,2.0,1.0,2.0,225.0,119.0,1910.0,438.0,0,3,31,2
2,3.5,2.0,1.0,1.0,172.0,94.0,1900.0,438.0,0,3,31,2
2,3.5,2.0,1.0,1.0,149.0,77.0,1900.0,438.0,0,1,31,2
3,3.5,3.0,1.0,0.0,182.0,102.0,1890.0,438.0,0,1,31,2
3,14.5,3.0,1.0,2.0,600.0,124.0,1970.0,1889.0,0,3,11,2
3,14.5,3.0,1.0,1.0,766.0,124.0,1970.0,1889.0,0,1,11,2
3,1.8,3.0,1.0,2.0,3455.0,124.0,1970.0,6786.0,2,3,18,2
2,1.8,2.0,1.0,0.0,99.0,124.0,1970.0,6786.0,0,1,18,2
3,1.8,2.0,2.0,1.0,0.0,109.0,1994.0,6786.0,2,0,18,2
3,1.8,3.0,1.0,0.0,118.0,124.0,1970.0,6786.0,0,1,18,2
3,1.8,2.0,2.0,2.0,100.0,106.0,1900.0,6786.0,0,3,18,2
2,1.8,2.0,1.0,1.0,0.0,72.0,1994.0,6786.0,2,1,18,2
2,1.8,2.0,1.0,1.0,117.0,71.0,1890.0,6786.0,0,0,18,2
2,1.8,2.0,1.0,0.0,66.0,81.0,1900.0,6786.0,0,3,18,2
2,1.8,2.0,2.0,1.0,0.0,124.0,1970.0,6786.0,2,1,18,2
2,1.8,2.0,1.0,1.0,0.0,70.0,2000.0,6786.0,2,1,18,2
1,1.8,1.0,1.0,1.0,0.0,124.0,1970.0,6786.0,2,1,18,2
4,1.8,4.0,2.0,0.0,132.0,195.0,1890.0,6786.0,0,1,18,2
2,1.8,2.0,1.0,1.0,0.0,124.0,2012.0,6786.0,2,4,18,2
4,1.8,4.0,2.0,1.0,635.0,124.0,1970.0,6786.0,0,0,18,2
2,1.8,2.0,2.0,1.0,0.0,65.0,2010.0,6786.0,2,1,18,2
3,1.8,3.0,1.0,0.0,121.0,124.0,1970.0,6786.0,0,3,18,2
3,1.8,2.0,3.0,1.0,0.0,192.0,1970.0,6786.0,0,3,18,2
2,1.8,2.0,1.0,0.0,101.0,60.0,1880.0,6786.0,0,1,18,2
3,1.8,3.0,1.0,1.0,0.0,124.0,1970.0,6786.0,2,1,18,2
2,1.8,2.0,1.0,1.0,144.0,81.0,1890.0,6786.0,0,1,18,2
4,1.8,4.0,1.0,2.0,151.0,124.0,1970.0,6786.0,0,0,18,2
2,1.8,2.0,2.0,1.0,0.0,67.0,2013.0,6786.0,2,0,18,2
1,1.8,1.0,1.0,1.0,0.0,124.0,1970.0,6786.0,2,0,18,2
3,1.8,2.0,3.0,1.0,0.0,192.0,1970.0,6786.0,0,4,18,2
4,1.8,2.0,2.0,2.0,123.0,124.0,1970.0,6786.0,0,1,18,2
3,1.8,3.0,2.0,1.0,0.0,124.0,1970.0,6786.0,2,1,18,2
4,1.8,4.0,2.0,2.0,0.0,124.0,1970.0,6786.0,0,1,18,2
4,1.8,4.0,1.0,0.0,152.0,139.0,1890.0,6786.0,0,1,18,2
2,1.8,2.0,1.0,1.0,0.0,124.0,1970.0,6786.0,2,1,18,2
4,1.8,4.0,1.0,0.0,121.0,124.0,1970.0,6786.0,0,1,18,2
2,1.8,2.0,1.0,1.0,0.0,63.0,1999.0,6786.0,2,1,18,2
4,1.8,4.0,1.0,1.0,284.0,124.0,1970.0,6786.0,0,1,18,2
2,1.8,2.0,1.0,0.0,128.0,92.0,1890.0,6786.0,0,1,18,2
2,1.8,2.0,1.0,1.0,0.0,124.0,1970.0,6786.0,2,4,18,2
2,1.8,2.0,1.0,1.0,122.0,124.0,1970.0,6786.0,0,1,18,2
2,1.5,2.0,2.0,1.0,220.0,279.0,1970.0,3040.0,0,1,18,2
3,1.5,2.0,2.0,3.0,364.0,124.0,1970.0,3040.0,0,1,18,2
2,1.5,2.0,0.0,0.0,0.0,124.0,1970.0,3040.0,2,3,18,2
1,1.5,1.0,1.0,1.0,0.0,124.0,1970.0,3040.0,2,1,18,2
2,1.5,2.0,2.0,1.0,0.0,124.0,1970.0,3040.0,2,1,18,2
2,1.5,2.0,2.0,2.0,0.0,150.0,2010.0,3040.0,2,3,18,2
4,1.5,2.0,1.0,1.0,179.0,124.0,1970.0,3040.0,0,1,18,2
2,1.5,2.0,2.0,1.0,0.0,65.0,1970.0,3040.0,2,0,18,2
1,1.5,1.0,1.0,0.0,0.0,124.0,1970.0,3040.0,2,3,18,2
2,1.5,2.0,1.0,1.0,0.0,124.0,1970.0,3040.0,2,3,18,2
1,1.5,1.0,1.0,1.0,0.0,124.0,1970.0,3040.0,2,3,18,2
1,1.5,2.0,1.0,0.0,0.0,46.0,1930.0,3040.0,2,3,18,2
2,1.5,0.0,0.0,0.0,0.0,124.0,1970.0,3040.0,2,1,18,2
2,1.5,2.0,1.0,1.0,0.0,124.0,1970.0,3040.0,2,3,18,2
3,9.8,3.0,1.0,2.0,613.0,124.0,1970.0,588.0,0,0,21,6
4,9.8,4.0,2.0,2.0,505.0,335.0,2013.0,588.0,0,1,21,6
3,9.8,3.0,1.0,1.0,64.0,124.0,1970.0,588.0,0,1,21,6
2,9.8,2.0,1.0,1.0,711.0,124.0,1970.0,588.0,0,1,21,6
4,9.8,4.0,2.0,2.0,740.0,201.0,1950.0,588.0,0,1,21,6
3,9.8,3.0,3.0,2.0,242.0,124.0,2013.0,588.0,1,4,21,6
3,9.8,3.0,1.0,1.0,556.0,105.0,1940.0,588.0,0,1,21,6
3,9.8,3.0,1.0,2.0,293.0,124.0,1970.0,588.0,0,1,21,6
4,9.8,4.0,2.0,1.0,179.0,160.0,1995.0,588.0,1,1,21,6
5,9.8,5.0,2.0,2.0,616.0,184.0,1950.0,588.0,0,1,21,6
3,9.8,3.0,2.0,2.0,544.0,124.0,1970.0,588.0,0,1,21,6
3,9.8,3.0,2.0,2.0,0.0,118.0,2015.0,588.0,1,4,21,6
2,9.8,3.0,1.0,2.0,196.0,124.0,1998.0,588.0,2,4,21,6
7,9.8,5.0,2.0,2.0,614.0,316.0,1970.0,588.0,0,0,21,6
3,9.8,3.0,1.0,2.0,368.0,124.0,1970.0,588.0,0,3,21,6
3,9.8,3.0,2.0,2.0,356.0,223.0,2011.0,588.0,1,0,21,6
3,9.8,3.0,2.0,2.0,470.0,124.0,1968.0,588.0,0,1,21,6
3,9.8,3.0,1.0,1.0,688.0,192.0,1950.0,588.0,0,1,21,6
3,9.8,3.0,1.0,2.0,473.0,124.0,1970.0,588.0,0,4,21,6
3,12.4,3.0,1.0,3.0,587.0,136.0,1970.0,5070.0,0,1,23,2
3,12.4,3.0,1.0,4.0,661.0,124.0,1970.0,5070.0,0,3,23,2
3,12.4,3.0,1.0,0.0,684.0,124.0,1970.0,5070.0,0,1,23,2
2,12.4,2.0,1.0,1.0,97.0,79.0,1970.0,5070.0,2,3,23,2
3,12.4,3.0,2.0,1.0,738.0,138.0,2010.0,5070.0,1,1,23,2
2,12.4,2.0,1.0,1.0,215.0,100.0,1990.0,5070.0,0,1,23,2
3,12.4,0.0,1.0,1.0,605.0,103.0,1960.0,5070.0,0,1,23,2
3,12.4,4.0,2.0,2.0,620.0,124.0,1970.0,5070.0,0,3,23,2
3,12.4,3.0,1.0,2.0,650.0,112.0,1950.0,5070.0,0,1,23,2
3,12.4,3.0,1.0,1.0,589.0,124.0,1961.0,5070.0,0,3,23,2
3,12.4,3.0,1.0,1.0,726.0,124.0,1970.0,5070.0,0,1,23,2
3,12.4,3.0,1.0,4.0,592.0,124.0,1970.0,5070.0,0,3,23,2
3,12.4,3.0,1.0,1.0,404.0,101.0,1960.0,5070.0,0,1,23,2
3,12.4,3.0,1.0,1.0,614.0,94.0,1960.0,5070.0,0,1,23,2
4,12.4,4.0,2.0,3.0,254.0,164.0,1990.0,5070.0,0,4,23,2
3,12.4,3.0,1.0,2.0,585.0,88.0,1960.0,5070.0,0,1,23,2
3,12.4,3.0,2.0,4.0,587.0,153.0,1970.0,5070.0,0,1,23,2
3,12.4,3.0,2.0,2.0,576.0,124.0,1970.0,5070.0,0,0,23,2
3,12.4,3.0,1.0,2.0,720.0,97.0,1950.0,5070.0,0,3,23,2
3,12.4,3.0,1.0,2.0,622.0,124.0,1970.0,5070.0,0,1,23,2
3,12.4,3.0,2.0,1.0,603.0,115.0,1940.0,5070.0,0,1,23,2
4,12.4,4.0,2.0,2.0,567.0,116.0,1950.0,5070.0,0,1,23,2
3,12.4,3.0,2.0,1.0,280.0,124.0,1970.0,5070.0,1,1,23,2
2,12.4,2.0,1.0,2.0,640.0,114.0,1970.0,5070.0,0,1,23,2
3,12.4,3.0,1.0,1.0,314.0,112.0,1970.0,5070.0,1,3,23,2
4,12.4,4.0,2.0,1.0,430.0,124.0,1970.0,5070.0,0,1,23,2
1,12.4,1.0,1.0,1.0,69.0,124.0,1960.0,5070.0,2,1,23,2
4,12.4,4.0,2.0,3.0,476.0,124.0,1977.0,5070.0,0,1,23,2
3,12.4,9.0,6.0,2.0,592.0,103.0,1960.0,5070.0,0,1,23,2
3,12.4,3.0,1.0,4.0,528.0,120.0,1965.0,5070.0,0,1,23,2
3,12.4,3.0,1.0,2.0,531.0,124.0,1970.0,5070.0,0,1,23,2
3,12.4,3.0,1.0,1.0,646.0,124.0,1970.0,5070.0,0,1,23,2
3,12.4,3.0,1.0,2.0,604.0,124.0,1970.0,5070.0,0,3,23,2
4,12.4,4.0,1.0,2.0,0.0,135.0,1950.0,5070.0,0,3,23,2
3,12.4,3.0,1.0,3.0,602.0,97.0,1950.0,5070.0,0,3,23,2
3,12.4,3.0,1.0,4.0,789.0,124.0,1970.0,5070.0,0,1,11,2
4,12.4,4.0,2.0,1.0,613.0,219.0,1970.0,5070.0,0,1,23,2
3,12.4,3.0,1.0,1.0,725.0,124.0,1970.0,5070.0,0,3,23,2
4,12.4,4.0,2.0,2.0,647.0,124.0,1970.0,5070.0,0,1,23,2
3,12.4,3.0,1.0,1.0,285.0,124.0,1970.0,5070.0,0,1,23,2
3,12.4,3.0,1.0,1.0,609.0,103.0,1960.0,5070.0,0,1,23,2
3,12.4,3.0,2.0,2.0,217.0,124.0,1970.0,5070.0,1,1,23,2
3,12.4,2.0,1.0,4.0,1075.0,124.0,1970.0,5070.0,0,1,23,2
3,12.4,3.0,1.0,1.0,599.0,107.0,1960.0,5070.0,0,0,23,2
3,12.4,3.0,1.0,1.0,540.0,114.0,1960.0,5070.0,0,3,23,2
3,12.4,2.0,1.0,1.0,583.0,124.0,1970.0,5070.0,0,1,23,2
4,12.4,4.0,2.0,3.0,209.0,120.0,1960.0,5070.0,2,1,23,2
3,12.4,2.0,1.0,2.0,701.0,124.0,1970.0,5070.0,0,1,23,2
3,12.4,3.0,2.0,2.0,297.0,133.0,2012.0,5070.0,0,1,23,2
3,12.4,3.0,1.0,2.0,628.0,124.0,1970.0,5070.0,0,1,23,2
3,12.4,3.0,1.0,4.0,533.0,135.0,1965.0,5070.0,0,3,23,2
3,12.4,3.0,0.0,0.0,261.0,124.0,1970.0,5070.0,2,3,23,2
4,12.4,4.0,2.0,2.0,467.0,124.0,1997.0,5070.0,0,1,23,2
3,12.4,3.0,1.0,1.0,614.0,124.0,1970.0,5070.0,0,1,23,2
2,12.4,2.0,1.0,2.0,621.0,109.0,1960.0,5070.0,0,1,23,2
4,12.4,4.0,2.0,2.0,374.0,136.0,2005.0,5070.0,0,1,23,2
3,12.4,3.0,1.0,2.0,604.0,190.0,1970.0,5070.0,0,1,23,2
4,12.4,4.0,1.0,3.0,664.0,124.0,1970.0,5070.0,0,1,23,2
3,12.4,3.0,1.0,1.0,592.0,113.0,1960.0,5070.0,0,0,23,2
4,12.4,4.0,2.0,2.0,607.0,338.0,2015.0,5070.0,0,1,23,2
3,12.4,3.0,2.0,2.0,305.0,124.0,1970.0,5070.0,0,1,23,2
3,12.4,3.0,1.0,1.0,208.0,107.0,2011.0,5070.0,1,1,23,2
3,12.4,3.0,2.0,1.0,195.0,91.0,2000.0,5070.0,2,1,23,2
2,7.5,2.0,1.0,2.0,432.0,124.0,1970.0,6482.0,0,1,2,5
3,7.5,3.0,1.0,2.0,780.0,124.0,1970.0,6482.0,0,1,2,5
2,7.5,2.0,1.0,0.0,230.0,124.0,1970.0,6482.0,0,1,2,5
2,7.5,2.0,1.0,1.0,0.0,124.0,1970.0,6482.0,2,0,2,5
3,7.5,3.0,2.0,2.0,166.0,124.0,1980.0,6482.0,1,1,2,5
2,7.5,2.0,1.0,2.0,826.0,124.0,1970.0,6482.0,0,1,2,5
2,7.5,2.0,1.0,2.0,945.0,124.0,1970.0,6482.0,2,1,2,5
3,7.5,3.0,2.0,2.0,431.0,120.0,1950.0,6482.0,0,1,2,5
5,7.5,5.0,3.0,2.0,431.0,203.0,1920.0,6482.0,0,1,2,5
3,7.5,3.0,2.0,2.0,302.0,124.0,1970.0,6482.0,0,4,2,5
3,7.5,3.0,3.0,4.0,459.0,124.0,1970.0,6482.0,0,1,2,5
3,7.5,3.0,2.0,2.0,200.0,124.0,1970.0,6482.0,0,4,2,5
3,7.5,3.0,2.0,2.0,466.0,176.0,1915.0,6482.0,0,0,2,5
2,7.5,2.0,1.0,1.0,0.0,124.0,1970.0,6482.0,2,1,2,5
3,7.5,3.0,2.0,2.0,94.0,169.0,2005.0,6482.0,1,1,2,5
4,7.5,4.0,2.0,2.0,154.0,124.0,1998.0,6482.0,1,1,2,5
4,7.5,3.0,2.0,2.0,640.0,232.0,1907.0,6482.0,0,1,2,5
2,7.5,2.0,1.0,1.0,0.0,69.0,1970.0,6482.0,2,0,2,5
2,7.5,2.0,2.0,2.0,0.0,124.0,2001.0,6482.0,2,1,2,5
3,7.5,3.0,2.0,1.0,646.0,228.0,1980.0,6482.0,0,4,2,5
2,7.5,2.0,1.0,2.0,390.0,102.0,1935.0,6482.0,0,1,2,5
3,7.5,3.0,2.0,1.0,144.0,107.0,1975.0,6482.0,2,0,2,5
2,7.5,2.0,1.0,1.0,0.0,55.0,1967.0,6482.0,2,4,2,5
4,7.5,4.0,3.0,1.0,710.0,124.0,1970.0,6482.0,0,1,2,5
1,7.5,1.0,1.0,0.0,2274.0,124.0,1970.0,6482.0,2,3,2,5
2,7.5,2.0,1.0,1.0,0.0,124.0,1970.0,6482.0,2,0,2,5
4,7.5,4.0,1.0,2.0,764.0,171.0,1940.0,6482.0,0,1,2,5
1,7.5,1.0,1.0,1.0,0.0,124.0,1965.0,6482.0,2,4,2,5
2,7.5,2.0,1.0,1.0,0.0,60.0,1970.0,6482.0,2,1,2,5
2,7.5,2.0,1.0,1.0,0.0,110.0,1945.0,6482.0,2,4,2,5
5,7.5,5.0,2.0,2.0,452.0,319.0,1902.0,6482.0,0,0,2,5
4,7.5,4.0,2.0,2.0,457.0,166.0,1900.0,6482.0,0,1,2,5
4,7.5,4.0,3.0,2.0,324.0,241.0,2002.0,6482.0,1,1,2,5
2,7.5,2.0,2.0,2.0,358.0,124.0,1970.0,6482.0,0,1,2,5
3,7.5,2.0,1.0,1.0,0.0,95.0,1970.0,6482.0,2,1,2,5
4,7.5,4.0,3.0,3.0,726.0,124.0,1970.0,6482.0,0,1,2,5
4,7.5,4.0,2.0,2.0,749.0,124.0,1970.0,6482.0,0,4,2,5
3,7.5,3.0,1.0,2.0,362.0,130.0,1910.0,6482.0,0,0,2,5
2,7.5,1.0,1.0,1.0,0.0,60.0,1965.0,6482.0,2,4,2,5
3,7.5,3.0,2.0,2.0,0.0,124.0,1970.0,6482.0,1,1,2,5
3,7.5,3.0,1.0,2.0,664.0,124.0,1930.0,6482.0,0,4,2,5
2,7.5,2.0,1.0,0.0,229.0,70.0,1900.0,6482.0,0,1,2,5
3,7.5,3.0,2.0,2.0,431.0,120.0,1950.0,6482.0,0,1,2,5
5,7.5,5.0,3.0,4.0,1011.0,124.0,1905.0,6482.0,0,1,2,5
2,7.5,2.0,1.0,1.0,150.0,99.0,1969.0,6482.0,2,1,2,5
2,7.5,2.0,2.0,1.0,78.0,124.0,2011.0,6482.0,2,0,2,5
4,7.5,4.0,2.0,3.0,762.0,124.0,1970.0,6482.0,0,1,2,5
5,7.5,4.0,2.0,2.0,1250.0,360.0,2000.0,6482.0,0,4,2,5
2,7.5,2.0,1.0,1.0,0.0,68.0,1970.0,6482.0,2,1,2,5
3,7.5,2.0,1.0,2.0,287.0,124.0,1970.0,6482.0,0,1,2,5
3,7.5,3.0,2.0,1.0,213.0,162.0,1890.0,6482.0,0,4,2,5
3,7.5,3.0,1.0,2.0,477.0,173.0,1880.0,6482.0,0,0,2,5
3,7.5,3.0,2.0,2.0,155.0,124.0,1970.0,6482.0,1,1,2,5
4,7.5,4.0,2.0,1.0,697.0,172.0,1905.0,6482.0,0,1,2,5
3,7.5,3.0,2.0,2.0,289.0,181.0,2010.0,6482.0,1,1,2,5
4,7.5,3.0,3.0,2.0,523.0,316.0,1955.0,6482.0,0,4,2,5
3,7.5,3.0,2.0,2.0,832.0,124.0,1970.0,6482.0,0,1,2,5
3,7.5,3.0,1.0,3.0,372.0,124.0,1970.0,6482.0,0,1,2,5
5,7.5,5.0,3.0,2.0,864.0,124.0,1970.0,6482.0,0,0,2,5
2,7.5,2.0,1.0,1.0,0.0,124.0,1960.0,6482.0,2,1,2,5
2,7.5,2.0,1.0,1.0,172.0,90.0,1960.0,6482.0,2,1,2,5
5,7.5,5.0,3.0,3.0,757.0,240.0,1925.0,6482.0,0,4,2,5
